session_name,timestamp,elapsed_time,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz,robot_mode,tooldo1,tooldo2,do1,do2
Session_1,2026-01-26 16:55:44.640,6.722,-72.9965,-59.6801,-10.1051,-7.2984,89.4370,103.8675,46.5482,-432.5691,270.7373,177.3990,12.6686,92.7835,6,0,0,0,0
Session_1,2026-01-26 16:55:44.706,6.788,-72.9369,-59.6411,-10.1052,-5.3744,88.6150,103.8620,46.4477,-434.1256,274.8972,177.6978,14.7678,92.7218,6,0,0,0,0
Session_1,2026-01-26 16:55:44.781,6.862,-72.8446,-59.1430,-10.2163,-5.4039,88.8595,103.8586,47.1479,-433.0478,278.0387,177.3704,15.0557,92.7967,6,0,0,0,0
Session_1,2026-01-26 16:55:44.850,6.931,-72.6335,-58.3147,-11.1322,-4.9850,89.0215,103.8599,48.6030,-431.7635,280.8113,177.1280,15.3378,92.9860,6,0,0,0,0
Session_1,2026-01-26 16:55:44.930,7.012,-72.2577,-57.2441,-13.6734,-2.5358,89.1135,103.8572,51.5931,-431.5667,281.9193,176.7867,16.2637,93.2970,6,0,0,0,0
Session_1,2026-01-26 16:55:45.013,7.094,-72.1037,-56.1372,-18.1878,1.4495,89.2035,103.8565,53.2289,-432.5470,277.0677,176.5493,16.8018,93.4101,6,0,0,0,0
Session_1,2026-01-26 16:55:45.159,7.241,-72.1046,-54.4994,-26.7041,3.7278,89.7164,103.8579,53.1004,-430.1467,253.4792,177.2290,12.2219,93.7096,6,0,0,0,0
Session_1,2026-01-26 16:55:45.350,7.431,-72.1042,-52.7520,-39.6629,12.4798,89.5516,103.8558,51.7593,-426.6345,222.0758,178.0007,9.8763,93.8277,6,0,0,0,0
Session_1,2026-01-26 16:55:45.431,7.512,-72.1002,-52.5576,-42.8733,14.6352,89.7768,103.8620,51.5147,-424.8910,212.5124,177.9931,8.9874,93.8621,6,0,0,0,0
Session_1,2026-01-26 16:55:45.507,7.588,-72.1000,-52.5579,-45.1933,17.8844,89.7144,103.8599,51.4726,-425.0021,207.8793,177.8253,9.9035,93.8263,6,0,0,0,0
Session_1,2026-01-26 16:55:45.589,7.671,-72.0994,-52.5579,-47.5340,19.9697,89.7713,103.8579,51.1613,-423.8001,200.9250,177.8334,9.6423,93.8402,6,0,0,0,0
Session_1,2026-01-26 16:55:45.654,7.735,-72.0986,-52.5580,-49.1664,20.8727,89.9451,103.8565,50.8999,-422.2857,195.0336,177.8446,8.8930,93.8729,6,0,0,0,0
